seqname,tax_id,species_name
MATE_MAG_0427_Syntrophus_sp._G20_Deltaproteobacteria,1578174,Syntrophus sp. G20
MATE_MAG_0428_Deltaproteobacteria_bacterium_ARS66_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0429_Deltaproteobacteria_bacterium_SP3084_MHASM_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0430_Deltaproteobacterium_sp._OalgD1b_Deltaproteobacteria,698986,Olavius sp. associated proteobacterium Delta 1
MATE_MAG_0431_Deltaproteobacterium_sp._OalgD3_Deltaproteobacteria,426688,Olavius algarvensis associated proteobacterium Delta 3
MATE_MAG_0432_Deltaproteobacterium_sp._OalgD4_Deltaproteobacteria,260707,Olavius algarvensis Delta 4 endosymbiont
MATE_MAG_0433_Desulfomonile_sp._Ga0081660_Deltaproteobacteria,2357,Desulfomonile
MATE_MAG_0434_Eisenbacteria_RBG-16-71-46_M_DeepCast_400m_m2_100_Eisenbacteria,1817856,Candidatus Eisenbacteria bacterium RBG_16_71_46
MATE_MAG_0435_Elusimicrobia_bacterium_GWA2_64_40_Elusimicrobia,1797925,Elusimicrobia bacterium GWA2_64_40
MATE_MAG_0436_Elusimicrobia_bacterium_GWA2_69_24_Elusimicrobia,1797927,Elusimicrobia bacterium GWA2_69_24
MATE_MAG_0437_Elusimicrobia_bacterium_GWB2_63_16_Elusimicrobia,1797928,Elusimicrobia bacterium GWB2_63_16
MATE_MAG_0438_Elusimicrobia_bacterium_GWB2_63_22_Elusimicrobia,1797929,Elusimicrobia bacterium GWB2_63_22
MATE_MAG_0439_Elusimicrobia_bacterium_GWC2_61_19_Elusimicrobia,1797932,Elusimicrobia bacterium GWC2_61_19
MATE_MAG_0440_Elusimicrobia_bacterium_GWD2_63_28_Elusimicrobia,1797937,Elusimicrobia bacterium GWD2_63_28
MATE_MAG_0441_Elusimicrobia_bacterium_RIFOXYA12_FULL_49_49_Elusimicrobia,1797954,Elusimicrobia bacterium RIFOXYA12_FULL_49_49
MATE_MAG_0442_Elusimicrobia_bacterium_RIFOXYA2_FULL_47_53_Elusimicrobia,1797959,Elusimicrobia bacterium RIFOXYA2_FULL_47_53
MATE_MAG_0443_Elusimicrobia_bacterium_RIFOXYA2_FULL_40_6_Elusimicrobia,1797958,Elusimicrobia bacterium RIFOXYA2_FULL_40_6
MATE_MAG_0444_Elusimicrobia_bacterium_RIFOXYB1_FULL_48_9_Elusimicrobia,1797964,Elusimicrobia bacterium RIFOXYB1_FULL_48_9
MATE_MAG_0445_Elusimicrobia_bacterium_RIFOXYB12_FULL_50_12_Elusimicrobia,1797965,Elusimicrobia bacterium RIFOXYB12_FULL_50_12
MATE_MAG_0446_Elusimicrobia_bacterium_RIFOXYB2_FULL_46_23_Elusimicrobia,1797966,Elusimicrobia bacterium RIFOXYB2_FULL_46_23
MATE_MAG_0447_Elusimicrobia_bacterium_RIFOXYB2_FULL_48_7_Elusimicrobia,1797967,Elusimicrobia bacterium RIFOXYB2_FULL_48_7
MATE_MAG_0448_Elusimicrobia_bacterium_CG1_02_56_21_Elusimicrobia,1805132,Elusimicrobia bacterium CG1_02_56_21
MATE_MAG_0449_Elusimicrobia_bacterium_UBA1565_Elusimicrobia,1947909,Elusimicrobia bacterium UBA1565
MATE_MAG_0450_Elusimicrobia_bacterium_CG_4_10_14_0_2_um_filter_56_8_Elusimicrobia,2014299,Elusimicrobia bacterium CG_4_10_14_0_2_um_filter_56_8
MATE_MAG_0451_Elusimicrobia_bacterium_HGW-3_Elusimicrobia,2030800,Elusimicrobia bacterium
MATE_MAG_0452_Elusimicrobia_bacterium_fen_1175_Elusimicrobia,2030800,Elusimicrobia bacterium
MATE_MAG_0453_Elusimicrobia_bacterium_fen_1174_Elusimicrobia,2030800,Elusimicrobia bacterium
MATE_MAG_0454_Methanoregula_sp._2757320509_Euryarchaeota,2052170,Methanoregula sp.
MATE_MAG_0455_Methanoregula_0028_archaea30022_Euryarchaeota,395331,Methanoregula
MATE_MAG_0456_Methanoculleus_sp._SDB_Euryarchaeota,1735326,Methanoculleus sp. SDB
MATE_MAG_0457_Methanomicrobia_archaeon_DTU008_Euryarchaeota,1675034,Methanomicrobia archaeon DTU008
MATE_MAG_0458_Methanolobus_sp._T82-4_Euryarchaeota,1794908,Methanolobus sp. T82-4
MATE_MAG_0459_Theionarchaea_archaeon_DG-70-1_Euryarchaeota,1803814,Theionarchaea archaeon DG-70-1
MATE_MAG_0460_Methanosarcina_sp._Ant1_Euryarchaeota,1882735,Methanosarcina sp. Ant1
MATE_MAG_0461_Archaeoglobus_sp._JdFR-27_JGI24020J35080_1000054_Euryarchaeota,1934984,Archaeoglobus sp. JdFR-27
MATE_MAG_0462_Methanoregula_sp._PtaB.Bin085_Euryarchaeota,1811680,Methanoregula sp. PtaB.Bin085
MATE_MAG_0463_Methanomassiliicoccales_archaeon_PtaB.Bin134_Euryarchaeota,1811727,Methanomassiliicoccales archaeon PtaB.Bin134
MATE_MAG_0464_Methanoregulaceae_archaeon_PtaB.Bin009_Euryarchaeota,1811720,Methanoregulaceae archaeon PtaB.Bin009
MATE_MAG_0465_Methanomethylovorans_sp._PtaU1.Bin093_Euryarchaeota,1811679,Methanomethylovorans sp. PtaU1.Bin093
MATE_MAG_0466_Methanocella_sp._PtaU1.Bin125_Euryarchaeota,1811677,Methanocella sp. PtaU1.Bin125
MATE_MAG_0467_Methanoregulaceae_archaeon_PtaB.Bin108_Euryarchaeota,1811722,Methanoregulaceae archaeon PtaB.Bin108
MATE_MAG_0468_Methanomassiliicoccales_archaeon_PtaU1.Bin030_Euryarchaeota,1811729,Methanomassiliicoccales archaeon PtaU1.Bin030
MATE_MAG_0469_Methanoregula_sp._PtaU1.Bin006_Euryarchaeota,1811681,Methanoregula sp. PtaU1.Bin006
MATE_MAG_0470_Methanoregulaceae_archaeon_PtaU1.Bin066_Euryarchaeota,1811725,Methanoregulaceae archaeon PtaU1.Bin066
MATE_MAG_0471_Methanomassiliicoccales_archaeon_PtaU1.Bin124_Euryarchaeota,1811730,Methanomassiliicoccales archaeon PtaU1.Bin124
MATE_MAG_0472_Methanoregula_sp._PtaU1.Bin051_Euryarchaeota,1811682,Methanoregula sp. PtaU1.Bin051
MATE_MAG_0473_Methanomassiliicoccus_sp._UBA238_Euryarchaeota,1915529,Methanomassiliicoccus sp. UBA238
MATE_MAG_0474_Methanoregula_sp._UBA247_Euryarchaeota,1915545,Methanoregula sp. UBA247
MATE_MAG_0475_Methanoregula_sp._UBA471_Euryarchaeota,1915553,Methanoregula sp. UBA471
MATE_MAG_0476_Methanomassiliicoccus_sp._UBA292_Euryarchaeota,1915530,Methanomassiliicoccus sp. UBA292
MATE_MAG_0477_Methanoregula_sp._UBA244_Euryarchaeota,1915544,Methanoregula sp. UBA244
MATE_MAG_0478_Methanomassiliicoccus_sp._UBA382_Euryarchaeota,1915537,Methanomassiliicoccus sp. UBA382
MATE_MAG_0479_Methanolinea_sp._UBA145_Euryarchaeota,1915516,Methanolinea sp. UBA145
MATE_MAG_0480_Methanoregula_sp._UBA450_Euryarchaeota,1915550,Methanoregula sp. UBA450
MATE_MAG_0481_Methanomassiliicoccus_sp._UBA393_Euryarchaeota,1915539,Methanomassiliicoccus sp. UBA393
MATE_MAG_0482_Methanomassiliicoccus_sp._UBA386_Euryarchaeota,1915538,Methanomassiliicoccus sp. UBA386
MATE_MAG_0483_Methanoregula_sp._UBA434_Euryarchaeota,1915549,Methanoregula sp. UBA434
MATE_MAG_0484_Methanocorpusculum_sp._UBA424_Euryarchaeota,1915492,Methanocorpusculum sp. UBA424
MATE_MAG_0485_Methanocorpusculum_sp._UBA362_Euryarchaeota,1915491,Methanocorpusculum sp. UBA362
MATE_MAG_0486_Methanolinea_sp._UBA437_Euryarchaeota,1915522,Methanolinea sp. UBA437
MATE_MAG_0487_Methanoregula_sp._UBA143_Euryarchaeota,1915542,Methanoregula sp. UBA143
MATE_MAG_0488_Methanolinea_sp._UBA245_Euryarchaeota,1915518,Methanolinea sp. UBA245
MATE_MAG_0489_Methanolinea_sp._UBA277_Euryarchaeota,1915520,Methanolinea sp. UBA277
MATE_MAG_0490_Methanomassiliicoccus_sp._UBA321_Euryarchaeota,1915532,Methanomassiliicoccus sp. UBA321
MATE_MAG_0491_Methanoregula_sp._UBA154_Euryarchaeota,1915543,Methanoregula sp. UBA154
MATE_MAG_0492_Methanoregula_sp._UBA64_Euryarchaeota,1915554,Methanoregula sp. UBA64
MATE_MAG_0493_Methanolinea_sp._UBA451_Euryarchaeota,1915523,Methanolinea sp. UBA451
MATE_MAG_0494_Methanomassiliicoccus_sp._UBA335_Euryarchaeota,1915533,Methanomassiliicoccus sp. UBA335
MATE_MAG_0495_Methanomassiliicoccus_sp._UBA315_Euryarchaeota,1915531,Methanomassiliicoccus sp. UBA315
MATE_MAG_0496_Methanoregulaceae_archaeon_UBA467_Euryarchaeota,1915694,Methanoregulaceae archaeon UBA467
MATE_MAG_0497_Methanomassiliicoccus_sp._UBA345_Euryarchaeota,1915534,Methanomassiliicoccus sp. UBA345
MATE_MAG_0498_Methanomassiliicoccus_sp._UBA429_Euryarchaeota,1915540,Methanomassiliicoccus sp. UBA429
MATE_MAG_0499_Methanocorpusculaceae_archaeon_UBA425_Euryarchaeota,1915628,Methanocorpusculaceae archaeon UBA425
MATE_MAG_0500_Methanolinea_sp._UBA275_Euryarchaeota,1915519,Methanolinea sp. UBA275
MATE_MAG_0501_Methanoregula_sp._UBA274_Euryarchaeota,1915546,Methanoregula sp. UBA274
MATE_MAG_0502_Methanoregula_sp._UBA452_Euryarchaeota,1915551,Methanoregula sp. UBA452
MATE_MAG_0503_Methanosarcinaceae_archaeon_UBA470_Euryarchaeota,1915682,Methanosarcinaceae archaeon UBA470
MATE_MAG_0504_Methanosarcina_sp._UBA7_Euryarchaeota,1915595,Methanosarcina sp. UBA7
MATE_MAG_0505_Methanoregula_sp._UBA276_Euryarchaeota,1915547,Methanoregula sp. UBA276
MATE_MAG_0506_Methanomassiliicoccus_sp._UBA6_Euryarchaeota,1915541,Methanomassiliicoccus sp. UBA6
MATE_MAG_0507_Methanomassiliicoccus_sp._UBA364_Euryarchaeota,1915536,Methanomassiliicoccus sp. UBA364
MATE_MAG_0508_Methanomassiliicoccus_sp._UBA360_Euryarchaeota,1915535,Methanomassiliicoccus sp. UBA360
MATE_MAG_0509_Methanolinea_sp._UBA473_Euryarchaeota,1915524,Methanolinea sp. UBA473
MATE_MAG_0510_Methanolinea_sp._UBA155_Euryarchaeota,1915517,Methanolinea sp. UBA155
MATE_MAG_0511_Methanoregula_sp._PD_MW2_B_NODE_3413_Euryarchaeota,2052170,Methanoregula sp.
MATE_MAG_0512_Methanoperedenaceae_archaeon_HGW-Methanoperedenaceae-1_Euryarchaeota,2013824,Candidatus Methanoperedenaceae archaeon HGW-Methanoperedenaceae-1
MATE_MAG_0513_Methanomicrobiales_archaeon_HGW-Methanomicrobiales-3_Euryarchaeota,2013819,Methanomicrobiales archaeon HGW-Methanomicrobiales-3
MATE_MAG_0514_Methanomicrobiales_archaeon_HGW-Methanomicrobiales-1_Euryarchaeota,2013817,Methanomicrobiales archaeon HGW-Methanomicrobiales-1
MATE_MAG_0515_Methanoperedenaceae_archaeon_FeB_1_FeB1_22_Euryarchaeota,2072416,Candidatus Methanoperedenaceae archaeon
MATE_MAG_0516_Methanomassiliicoccaceae_archaeon_fen_33_Euryarchaeota,2052168,Methanomassiliicoccaceae archaeon
MATE_MAG_0517_Methanoregula_sp._fen_601_Euryarchaeota,2052170,Methanoregula sp.
MATE_MAG_0518_Methanoregula_sp._fen_66_Euryarchaeota,2052170,Methanoregula sp.
MATE_MAG_0519_Methanomassiliicoccaceae_archaeon_fen_65_Euryarchaeota,2052168,Methanomassiliicoccaceae archaeon
MATE_MAG_0520_Methanoregula_sp._fen_47_Euryarchaeota,2052170,Methanoregula sp.
MATE_MAG_0521_Methanoregula_sp._fen_34_Euryarchaeota,2052170,Methanoregula sp.
MATE_MAG_0522_Methanoregula_sp.isolate_fen_24_Euryarchaeota,2052170,Methanoregula sp.
MATE_MAG_0523_Euryarchaeota_archaeon_SZUA-158_Euryarchaeota,2026739,Euryarchaeota archaeon
MATE_MAG_0524_Methanosarcinaceae_archaeon_T1Sed10_164_Euryarchaeota,1945595,Methanosarcinaceae archaeon
MATE_MAG_0525_Methanosalsum_natronophilum_MSAO_Arc3_Euryarchaeota,768733,Methanosalsum natronophilum
MATE_MAG_0526_Methanomassiliicoccus_sp._das_tool.metabat2.44_Euryarchaeota,2528041,Methanomassiliicoccus sp.
MATE_MAG_0527_Fibrobacteres_bacterium_bog_1184_Fibrobacteres,2052160,Fibrobacteres bacterium
MATE_MAG_0528_Fibrobacteres_bacterium_fen_1185_Fibrobacteres,2052160,Fibrobacteres bacterium
MATE_MAG_0529_Firestonebacteria_bacterium_RIFOXYA2_FULL_40_8_2713315861_Firestonebacteria,1817859,Candidatus Firestonebacteria bacterium RIFOXYA2_FULL_40_8
MATE_MAG_0530_Fusibacteraceae_UBA5201_2757320499_Firmicutes-Clostridia,1948034,Firmicutes bacterium UBA5201
MATE_MAG_0531_Vallitaleaceae_bacterium_2757320500_Firmicutes-Clostridia,2603322,Vallitaleaceae bacterium
MATE_MAG_0532_DTU022_UBA993_K_DeepCast_150m_m2_056_Firmicutes-Clostridia,1948109,Firmicutes bacterium UBA993
MATE_MAG_0533_Clostridia_0004_Firmicutes-Clostridia,186801,Clostridia
MATE_MAG_0534_Clostridia_0014_Firmicutes-Clostridia,186801,Clostridia
MATE_MAG_0535_Clostridia_0015_Firmicutes-Clostridia,186801,Clostridia
MATE_MAG_0536_Clostridia_0016_Firmicutes-Clostridia,186801,Clostridia
MATE_MAG_0537_Desulfosporosinus_sp._BICA1-9_Firmicutes-Clostridia,1531958,Desulfosporosinus sp. BICA1-9
MATE_MAG_0538_Clostridiaceae_bacterium_BRH_c20a_Firmicutes-Clostridia,1629719,Clostridiaceae bacterium BRH_c20a
MATE_MAG_0539_Desulfotomaculum_sp._46_296_Firmicutes-Clostridia,1635262,Desulfotomaculum sp. 46_296
MATE_MAG_0540_Desulfotomaculum_sp._46_80_Firmicutes-Clostridia,1641375,Desulfotomaculum sp. 46_80
MATE_MAG_0541_Syntrophomonas_sp._DTU018_Firmicutes-Clostridia,1671629,Syntrophomonas sp. DTU018
MATE_MAG_0542_Desulfitibacter_sp._BRH_c19_Firmicutes-Clostridia,1734395,Desulfitibacter sp. BRH_c19
MATE_MAG_0543_Desulfosporosinus_sp._BRH_c37_Firmicutes-Clostridia,1734396,Desulfosporosinus sp. BRH_c37
MATE_MAG_0544_Gracilibacter_sp._BRH_c7a_Firmicutes-Clostridia,1734398,Gracilibacter sp. BRH_c7a
MATE_MAG_0545_Pelotomaculum_sp._PtaB.Bin013_Firmicutes-Clostridia,1811692,Pelotomaculum sp. PtaB.Bin013
MATE_MAG_0546_Firmicutes_bacterium_UBA993_Firmicutes-Clostridia,1948109,Firmicutes bacterium UBA993
MATE_MAG_0547_Clostridium_sp._UBA701_Firmicutes-Clostridia,1946375,Clostridium sp. UBA701
MATE_MAG_0548_Clostridium_sp._UBA699_Firmicutes-Clostridia,1946374,Clostridium sp. UBA699
MATE_MAG_0549_Firmicutes_bacterium_UBA1422_Firmicutes-Clostridia,1947935,Firmicutes bacterium UBA1422
MATE_MAG_0550_Ruminococcaceae_bacterium_UBA1320_Firmicutes-Clostridia,1952279,Ruminococcaceae bacterium UBA1320
MATE_MAG_0551_Ruminiclostridium_sp._UBA1305_Firmicutes-Clostridia,1947398,Hungateiclostridiaceae bacterium UBA1305
MATE_MAG_0552_Lachnoclostridium_sp._UBA1434_Firmicutes-Clostridia,1946685,Lachnoclostridium sp. UBA1434
MATE_MAG_0553_Firmicutes_bacterium_UBA2530_Firmicutes-Clostridia,1947952,Firmicutes bacterium UBA2530
MATE_MAG_0554_Firmicutes_bacterium_UBA2269_Firmicutes-Clostridia,1947949,Firmicutes bacterium UBA2269
MATE_MAG_0555_Clostridium_tunisiense_UBA3047_Firmicutes-Clostridia,219748,Clostridium tunisiense
MATE_MAG_0556_Clostridiales_bacterium_UBA3578_Firmicutes-Clostridia,1950858,Clostridiales bacterium UBA3578
MATE_MAG_0557_Clostridiales_bacterium_UBA3582_Firmicutes-Clostridia,1950859,Clostridiales bacterium UBA3582
MATE_MAG_0558_Hungateiclostridiaceae_bacterium_UBA3548_Firmicutes-Clostridia,1947399,Hungateiclostridiaceae bacterium UBA3548
MATE_MAG_0559_Firmicutes_bacterium_UBA3553_Firmicutes-Clostridia,1947962,Firmicutes bacterium UBA3553
MATE_MAG_0560_Firmicutes_bacterium_UBA4049_Firmicutes-Clostridia,1947999,Firmicutes bacterium UBA4049
MATE_MAG_0561_Desulfosporosinus_sp._UBA4048_Firmicutes-Clostridia,1946408,Desulfosporosinus sp. UBA4048
MATE_MAG_0562_Firmicutes_bacterium_UBA4599_Firmicutes-Clostridia,1948004,Firmicutes bacterium UBA4599
MATE_MAG_0563_Clostridium_sp._UBA4548_Firmicutes-Clostridia,1946361,Clostridium sp. UBA4548
MATE_MAG_0564_Syntrophomonas_sp._UBA4990_Firmicutes-Clostridia,1947628,Syntrophomonas sp. UBA4990
MATE_MAG_0565_Syntrophomonas_sp._UBA4968_Firmicutes-Clostridia,1947627,Syntrophomonas sp. UBA4968
MATE_MAG_0566_Syntrophomonas_sp._UBA4911_Firmicutes-Clostridia,1947625,Syntrophomonas sp. UBA4911
MATE_MAG_0567_Syntrophomonas_sp._UBA4894_Firmicutes-Clostridia,1947623,Syntrophomonas sp. UBA4894
MATE_MAG_0568_Syntrophomonas_sp._UBA4889_Firmicutes-Clostridia,1947622,Syntrophomonas sp. UBA4889
MATE_MAG_0569_Syntrophomonas_sp._UBA4878_Firmicutes-Clostridia,1947621,Syntrophomonas sp. UBA4878
MATE_MAG_0570_Syntrophomonas_sp._UBA4844_Firmicutes-Clostridia,1947619,Syntrophomonas sp. UBA4844
MATE_MAG_0571_Pelotomaculum_sp._UBA4789_Firmicutes-Clostridia,1947067,Pelotomaculum sp. UBA4789
MATE_MAG_0572_Desulfosporosinus_sp._UBA4745_Firmicutes-Clostridia,1946410,Desulfosporosinus sp. UBA4745
MATE_MAG_0573_Desulfosporosinus_sp._UBA4726_Firmicutes-Clostridia,1946409,Desulfosporosinus sp. UBA4726
MATE_MAG_0574_Peptococcaceae_bacterium_UBA5318_Firmicutes-Clostridia,1952711,Peptococcaceae bacterium UBA5318
MATE_MAG_0575_Syntrophomonas_sp._UBA5316_Firmicutes-Clostridia,1947634,Syntrophomonas sp. UBA5316
MATE_MAG_0576_Syntrophomonas_sp._UBA5288_Firmicutes-Clostridia,1947631,Syntrophomonas sp. UBA5288
MATE_MAG_0577_Syntrophomonas_sp._UBA5246_Firmicutes-Clostridia,1947630,Syntrophomonas sp. UBA5246
MATE_MAG_0578_Syntrophomonas_sp._UBA5373_Firmicutes-Clostridia,1947636,Syntrophomonas sp. UBA5373
MATE_MAG_0579_Syntrophomonas_sp._UBA5314_Firmicutes-Clostridia,1947633,Syntrophomonas sp. UBA5314
MATE_MAG_0580_Syntrophomonas_sp._UBA5380_Firmicutes-Clostridia,1947637,Syntrophomonas sp. UBA5380
MATE_MAG_0581_Syntrophomonas_sp._UBA5298_Firmicutes-Clostridia,1947632,Syntrophomonas sp. UBA5298
MATE_MAG_0582_Syntrophomonas_sp._UBA5221_Firmicutes-Clostridia,1947629,Syntrophomonas sp. UBA5221
MATE_MAG_0583_Desulfosporosinus_sp._UBA5188_Firmicutes-Clostridia,1946412,Desulfosporosinus sp. UBA5188
MATE_MAG_0584_Desulfosporosinus_sp._UBA5179_Firmicutes-Clostridia,1946411,Desulfosporosinus sp. UBA5179
MATE_MAG_0585_Desulfosporosinus_sp._UBA5775_Firmicutes-Clostridia,1946413,Desulfosporosinus sp. UBA5775
MATE_MAG_0586_Peptococcaceae_bacterium_UBA6129_Firmicutes-Clostridia,1952720,Peptococcaceae bacterium UBA6129
MATE_MAG_0587_Firmicutes_bacterium_UBA5526_Firmicutes-Clostridia,1948074,Firmicutes bacterium UBA5526
MATE_MAG_0588_Syntrophomonas_sp._UBA5481_Firmicutes-Clostridia,1947642,Syntrophomonas sp. UBA5481
MATE_MAG_0589_Syntrophomonas_sp._UBA5504_Firmicutes-Clostridia,1947644,Syntrophomonas sp. UBA5504
MATE_MAG_0590_Syntrophomonas_sp._UBA5443_Firmicutes-Clostridia,1947641,Syntrophomonas sp. UBA5443
MATE_MAG_0591_Desulfosporosinus_sp._UBA6075_Firmicutes-Clostridia,1946414,Desulfosporosinus sp. UBA6075
MATE_MAG_0592_Firmicutes_bacterium_UBA6245_Firmicutes-Clostridia,1948092,Firmicutes bacterium UBA6245
MATE_MAG_0593_Firmicutes_bacterium_UBA6827_Firmicutes-Clostridia,1948102,Firmicutes bacterium UBA6827
MATE_MAG_0594_Firmicutes_bacterium_UBA6813_Firmicutes-Clostridia,1948101,Firmicutes bacterium UBA6813
MATE_MAG_0595_Firmicutes_bacterium_UBA6800_Firmicutes-Clostridia,1948098,Firmicutes bacterium UBA6800
MATE_MAG_0596_Sporomusaceae_bacterium_UBA7701_Firmicutes-Clostridia,1953031,Sporomusaceae bacterium UBA7701
MATE_MAG_0597_Firmicutes_bacterium_HGW-Firmicutes-Clostridia-9_Firmicutes-Clostridia,1879010,Firmicutes bacterium
MATE_MAG_0598_Firmicutes_bacterium_HGW-Firmicutes-Clostridia-4_Firmicutes-Clostridia,1879010,Firmicutes bacterium
MATE_MAG_0599_Clostridia_bacterium_SZUA-378_Firmicutes-Clostridia,2044939,Clostridia bacterium
MATE_MAG_0600_Syntrophomonadaceae_bacterium_B1Sed10_8_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0601_Syntrophomonadaceae_bacterium_B1Sed10_39R1_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0602_Syntrophomonadaceae_bacterium_T1Sed10_56_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0603_Syntrophomonadaceae_bacterium_T1Sed10_71R2_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0604_Syntrophomonadaceae_bacterium_T1Sed10_80R1_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0605_Syntrophomonadaceae_bacterium_T1Sed10_2_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0606_Syntrophomonadaceae_bacterium_T1Sed10_137m_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0607_Syntrophomonadaceae_bacterium_T1Sed10_166_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0608_Syntrophomonadaceae_bacterium_CSSed10_9_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0609_Syntrophomonas_sp._CSSed10_428R1_Firmicutes-Clostridia,2053627,Syntrophomonas sp.
MATE_MAG_0610_Syntrophomonadaceae_bacterium_CSSed11_70_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0611_Syntrophomonadaceae_bacterium_CSSed11_66_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0612_Syntrophomonadaceae_bacterium_CSSed11_39_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0613_Syntrophomonadaceae_bacterium_CSSed11_160_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0614_Syntrophomonadaceae_bacterium_CSSed11_224R2_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0615_Syntrophomonadaceae_bacterium_T3Sed10_167_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0616_Syntrophomonadaceae_bacterium_T3Sed10_15_Firmicutes-Clostridia,2093811,Syntrophomonadaceae bacterium
MATE_MAG_0617_Clostridiales_bacterium_MAG-BB-3_Firmicutes-Clostridia,2509669,Clostridiales bacterium MAG-BB-3
MATE_MAG_0618_Desulfosporosinus_infrequens_Firmicutes-Clostridia,2043169,Candidatus Desulfosporosinus infrequens
MATE_MAG_0619_Clostridium_Ga0073690_Firmicutes-Clostridia,1485,Clostridium
MATE_MAG_0620_Clostridium_sp._3_Draft_3_Firmicutes-Clostridia,1485,Clostridium
MATE_MAG_0621_Gammaproteobacteria_bacterium_NP949_Gammaproteobacteria,1913989,Gammaproteobacteria bacterium
MATE_MAG_0622_Heimdallarchaeota_archaeon_B3-JM-08_121_Heimdallarchaeota,2012493,Candidatus Heimdallarchaeota archaeon B3_Heim
MATE_MAG_0623_Ignavibacteriae_bacterium_fen_1300_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0624_Ignavibacteriae_bacterium_fen_1299_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0625_Ignavibacteriae_bacterium_fen_1298_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0626_Ignavibacteriae_bacterium_fen_1294_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0627_Ignavibacteriae_bacterium_fen_1292_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0628_Ignavibacteriae_bacterium_fen_1287_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0629_Ignavibacteriae_bacterium_fen_1289_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0630_Ignavibacteriae_bacterium_fen_1278_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0631_Ignavibacteriae_bacterium_fen_1272_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0632_Ignavibacteriae_bacterium_fen_1275_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0633_Ignavibacteriae_bacterium_fen_1261_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0634_Ignavibacteriae_bacterium_fen_1254_Ignavibacteria,2026749,Ignavibacteriae bacterium
MATE_MAG_0635_KSB1_bacterium_RBG_16_48_16_KSB1_Unclassified,1798559,candidate division KSB1 bacterium RBG_16_48_16
MATE_MAG_0636_Lentisphaerae_bacterium_RIFOXYA12_64_32_Lentisphaerae,1798577,Lentisphaerae bacterium RIFOXYA12_64_32
MATE_MAG_0637_Lentisphaerae_bacterium_RIFOXYB12_FULL_65_16_Lentisphaerae,1798581,Lentisphaerae bacterium RIFOXYB12_FULL_65_16
MATE_MAG_0638_Lentisphaerae_bacterium_RIFOXYC12_FULL_60_16_Lentisphaerae,1798582,Lentisphaerae bacterium RIFOXYC12_FULL_60_16
MATE_MAG_0639_Lentisphaerae_bacterium_GWF2_57_35_Lentisphaerae,1798576,Lentisphaerae bacterium GWF2_57_35
MATE_MAG_0640_Lentisphaerae_bacterium_RIFOXYA12_FULL_48_11_Lentisphaerae,1798578,Lentisphaerae bacterium RIFOXYA12_FULL_48_11
MATE_MAG_0641_Lentisphaeria_bacterium_UBA5247_Lentisphaerae,1948699,Lentisphaeria bacterium UBA5247
MATE_MAG_0642_Victivallales_bacterium_SZUA-436_Lentisphaerae,2212475,Victivallales bacterium
MATE_MAG_0643_Lentisphaerales_bacterium_das_tool.concoct.105_Lentisphaerae,2448604,Lentisphaerales bacterium
MATE_MAG_0644_Margulisbacteria_0024_Margulisbacteria,1817808,Candidatus Margulisbacteria
MATE_MAG_0645_Margulisbacteria_0029_Margulisbacteria,1817808,Candidatus Margulisbacteria
